objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Oh My Goods!","183840","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","52590100","6.76834","7.00503","2.2931","643","18802","thing","Oh My Goods!","2","4","30","30","30","2015","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","15","USD","","","2018-06-29","The Soldiery","","","","","","","",""
"On the Dot","22465","0","","0","1","0","0","0","0","0","0","0","3","","","","","","39471902","5.66155","6.1794","1.6471","5575","1124","thing","On the Dot","2","4","5","5","5","2006","2,3,4","","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"One Deck Dungeon","179275","0","","0","1","0","0","0","0","0","0","0","3","","","","","","45424220","6.73601","7.03846","2.0367","689","17668","thing","One Deck Dungeon","1","2","45","45","30","2016","1,2","1","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","16.25","USD","","","2017-09-11","Miniature Market","1","","","","","","",""
"One Night Ultimate Werewolf","147949","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818266","6.9574","7.12866","1.3878","440","38967","thing","One Night Ultimate Werewolf","3","10","10","10","10","2014","4,5,6,7,8,9,10","6,7,8","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Onirim (Second Edition)","156336","8","","0","1","0","0","0","0","0","0","0","4","","","","","","28483594","6.79584","7.08154","1.5745","603","12016","thing","Onirim (Second Edition)","1","2","15","15","15","2014","1,2","1","10+","No necessary in-game text","","","","","","standalone","","19.81","USD","","","2015-11-29","Amazon","1","","","","","","",""
"Orléans","164928","9","3","0","1","0","0","0","0","0","0","0","3","","","","","","60725053","7.88819","8.07978","3.0436","25","28925","thing","Orléans","2","4","90","90","90","2014","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","36","USD","","","2019-06-15","Cool Stuff Inc","1","Origins 2019","","","","","",""
"Orléans: 5th Player Box","231964","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71118974","5.8226","8.03479","3.25","0","2035","thing","Orléans: 5th Player Box","1","5","90","0","90","2017","5","5","","","","","","","","expansion","","13.99","USD","","","2020-02-03","Miniature Market","1","","","","","","",""
"Pandemic","30549","8","1","0","1","0","0","0","0","0","0","0","2","","","","","","27818487","7.49538","7.59738","2.408","105","162874","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","24.22","USD","","","2015-09-13","Amazon","1","","","","","","",""
"Pandemic Legacy: Season 1","161936","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","48056437","8.45203","8.60351","2.8346","2","68341","thing","Pandemic Legacy: Season 1","2","4","60","60","60","2015","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","44.79","USD","","","","Half Price Books","1","","","","","","",""
"Pandemic: On the Brink","40849","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36488468","7.79196","8.06868","2.6518","0","44967","thing","Pandemic: On the Brink","2","5","45","45","45","2009","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","18","USD","","","2019-03-26","Amazon","1","","","","","","",""
"Pandemic: The Cure","150658","8","2","0","1","0","0","0","0","0","0","0","3","","","","","","36488462","7.01599","7.29357","2.0586","388","15146","thing","Pandemic: The Cure","2","5","30","30","30","2014","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic: The Cure – Experimental Meds","207017","0","","0","1","0","0","0","0","0","0","0","3","","","","","","57754870","6.25465","7.87556","2.1333","0","3531","thing","Pandemic: The Cure – Experimental Meds","2","5","30","0","30","2016","1,2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","19.98","USD","","","2019-01-17","Amazon","1","","","","","","",""
"Paperback","141572","7.4","3","0","1","0","0","0","0","0","0","0","4","","","","","","29794502","6.91984","7.18115","1.9923","483","14379","thing","Paperback","2","5","45","45","45","2014","2,3,4","2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Patchwork","163412","7","","0","1","0","0","0","0","0","0","0","4","","","","","","29524126","7.54149","7.64781","1.6252","92","74109","thing","Patchwork","2","2","30","30","15","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","22.5","USD","","","2015-10-27","Amazon","1","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 2: The Skinsaw Murders","142423","0","","0","1","0","0","0","0","0","0","0","3","","","","","","39937411","6.43074","7.58724","2.6515","0","6622","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 2: The Skinsaw Murders","1","6","90","90","90","2013","1,2,3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 3: The Hook Mountain Massacre","144873","0","","0","1","0","0","0","0","0","0","0","1","","","","","","39937554","6.34114","7.64414","2.4694","0","5682","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Adventure Deck 3: The Hook Mountain Massacre","1","6","90","90","90","2013","1,2,3,4,5,6","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Pathfinder Adventure Card Game: Rise of the Runelords – Base Set","133038","0","","0","1","0","0","0","0","0","0","0","3","","","","","","34143498","6.93167","7.19878","2.7127","466","18371","thing","Pathfinder Adventure Card Game: Rise of the Runelords – Base Set","1","4","90","90","90","2013","1,2,3,4","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pente","1295","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818426","6.17146","6.64528","2.1074","1850","5158","thing","Pente","2","4","30","30","30","1977","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Peptide: A Protein Building Game","166298","0","","0","1","0","0","0","0","0","0","0","3","","","","","","59672343","5.57626","6.35116","1.8889","8413","1040","thing","Peptide: A Protein Building Game","2","5","45","45","30","2014","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pioneer Days","200057","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","75626414","6.40144","7.30146","2.5","1235","2564","thing","Pioneer Days","2","4","60","60","45","2017","2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","24","USD","","","2020-09-30","Miniature Market","1","","","","","","",""
"Planet","252929","0","","0","1","0","0","0","0","0","0","0","3","","","","","","84962582","6.34436","6.75005","1.6216","1354","6395","thing","Planet","2","4","45","45","30","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","5","USD","","","2021-03-14","Garage sale","1","Flea market in Circleville","","","","","",""
"Power Grid","2651","8.1","3","0","1","0","0","0","0","0","0","0","3","","","","","","44313494","7.74516","7.84687","3.2684","47","68522","thing","Power Grid","2","6","120","120","120","2012","3,4,5,6","4,5","12+","No necessary in-game text","","","","","","standalone","","22.5","USD","","","2017-07-28","Half Price Books","1","","","","Rio Grande Games","English","2012","English fourth edition"
"Puerto Rico","3076","8","6","0","1","0","0","0","0","0","0","0","3","","","","","","44496847","7.84852","7.9762","3.2772","29","75086","thing","Puerto Rico","3","5","150","150","90","2002","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","13.84","USD","","","","Half Price Books","1","Acquired new in (dented) box","","","","","",""
"PUSH","265256","7.6","14","0","1","0","0","0","0","0","0","0","4","","","","","","58455019","6.03815","6.88452","1.037","2306","2279","thing","PUSH","2","6","25","25","20","2018","2,3,4,5","","8+","No necessary in-game text","","","","","","standalone","","12.99","USD","","","2019-02-21","Amazon","1","","","","","","",""
"Quarto","681","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818283","6.54026","6.86225","1.9308","986","9639","thing","Quarto","2","2","20","20","20","1991","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Queendomino","232043","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","61022446","6.94287","7.24837","2.0811","452","17332","thing","Queendomino","2","4","25","25","25","2017","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","14.41","USD","","","2019-05-02","Barnes & Noble","1","$13.47 + tax at 50% off Clearance","","","","","",""
"The Quest for El Dorado","217372","7.8","1","0","1","0","0","0","0","0","0","0","3","","","","","","47999040","7.37746","7.62306","1.9275","151","22129","thing","The Quest for El Dorado","2","4","60","60","30","2017","2,3,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","20","USD","","","2018-01-16","Miniature Market","","","","","","","",""
"Quick Chess","10463","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818294","5.51027","6.17742","2.25","15858","96","thing","Quick Chess","2","2","10","10","10","1991","2","2","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Qwirkle","25669","6.7","5","0","1","0","0","0","0","0","0","0","3","","","","","","54339673","6.63654","6.78048","1.6207","832","29910","thing","Qwirkle","2","4","45","45","45","2006","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","14.95","USD","","","2018-10-16","The Game Preserve","1","","","","","","",""
"Qwixx","131260","6.5","7","0","1","0","0","0","0","0","0","0","3","","","","","","57001762","6.66406","6.87483","1.1145","799","18516","thing","Qwixx","2","5","15","15","15","2012","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","6.5","USD","","","2018-12-10","Target","1","","","","","","",""
"Red Outpost","287589","0","","0","1","0","0","0","0","0","0","0","4","","","","","","67128936","6.11947","7.10907","2.4091","2005","2703","thing","Red Outpost","1","4","60","60","30","2019","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","35","USD","","","2020-09-26","Kickstarter","1","","","","","","",""
"Red7","161417","6.8","2","0","1","0","0","0","0","0","0","0","3","","","","","","37960656","6.72851","6.90659","1.6959","696","19265","thing","Red7","2","4","30","30","5","2014","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Res Arcana","262712","8.1","2","0","1","0","0","0","0","0","0","0","2","","","","","","68328720","7.45033","7.75634","2.6006","120","17154","thing","Res Arcana","2","4","60","60","20","2019","2,3,4","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","33.99","USD","","","2020-05-28","Miniature Market","1","","","","","","",""
"Res Arcana: Lux et Tenebrae","288168","0","","0","1","0","0","0","0","0","0","0","3","","","","","","75626433","6.69614","8.35919","2.7619","0","5463","thing","Res Arcana: Lux et Tenebrae","2","5","60","60","20","2019","2,3,4,5","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","16.99","USD","","","2020-08-31","Miniature Market","1","","","","","","",""
"The Resistance: Avalon","128882","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","30320039","7.38871","7.56701","1.7632","145","39902","thing","The Resistance: Avalon","5","10","30","30","30","2012","5,6,7,8,9,10","7,8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","13.96","USD","","","2015-09-13","Amazon","1","","","","","","",""
"Roll For It! Deluxe Edition","164812","6","1","0","1","0","0","0","0","0","0","0","3","","","","","","31571746","6.0559","6.61797","1.0938","2241","4374","thing","Roll For It! Deluxe Edition","2","8","30","30","30","2014","2,3,4,5,6,7,8","4","6+","No necessary in-game text","","","","","","standalone","","26.16","USD","","","2015-10-26","Amazon","1","","","","","","",""
"Roll for the Galaxy","132531","0","","0","1","0","0","0","0","0","0","0","2","","Includes Ambition expansion","","","","28825103","7.51383","7.65854","2.7762","100","33450","thing","Roll for the Galaxy","2","5","45","45","45","2014","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","29.99","USD","","","2021-06-13","Half Price Books","1","Included Ambition in the box at no charge","","","","","",""
"Roll for the Galaxy: Ambition","175754","0","","0","1","0","0","0","0","0","0","0","3","","","","","","83063888","7.23438","8.11927","2.791","0","10660","thing","Roll for the Galaxy: Ambition","2","5","60","60","30","2015","2,3,4,5","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","2021-06-13","Half Price Books","1","was included in RFTG box from HPB when purchased","","","","","",""
"Rook","1260","0","","0","1","0","0","0","0","0","0","0","1","","","","","","42542507","6.01567","6.40807","1.8641","2399","7808","thing","Rook","2","6","45","45","45","1906","2,3,4,6","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Saboteur","9220","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49875074","6.45388","6.5687","1.325","1141","43082","thing","Saboteur","3","10","30","30","30","2004","5,6,7,8,9,10","7,8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sagrada","199561","7.5","6","0","1","0","0","0","0","0","0","0","3","","","","","","44201165","7.36586","7.51933","1.9308","154","44410","thing","Sagrada","1","4","45","45","30","2017","1,2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","33.99","USD","","","2018-01-29","Miniature Market","","","","","","","",""
"San Juan (Second Edition)","166669","8.1","1","0","1","0","0","0","0","0","0","0","1","","","","","","49743007","7.07196","7.50051","2.0705","337","9491","thing","San Juan (Second Edition)","2","4","60","60","45","2014","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Santorini","194655","0","1","0","1","0","0","0","0","0","0","0","4","","","","","","40067526","7.30886","7.4549","1.7247","182","48927","thing","Santorini","2","4","20","20","20","2016","2,3","2","6+","No necessary in-game text","","","","","","standalone","","10.62","USD","","","2018-12-18","Barnes & Noble","1","$29.99 - 10% (member) - 20% (coupon) - $12.56 (gift card from returned white elephant book)","","","","","",""
"Scrabble","320","6.4","2","0","1","0","0","0","0","0","0","0","3","","","","","","27818246","6.16154","6.27811","2.0878","1875","49897","thing","Scrabble","2","4","90","90","90","1948","2,3,4","2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Scrabble Duplicate Crossword Game","2813","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818412","0","6.3875","0","0","105","thing","Scrabble Duplicate Crossword Game","1","99","45","45","45","1975","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Scrabble Flash","67631","0","","0","1","0","0","0","0","0","0","0","3","","","","","","32432560","5.54754","5.76449","1.4","10438","1094","thing","Scrabble Flash","1","4","5","5","5","2010","1,2,3,4","1","8+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Scythe","169786","8.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","35825667","8.07223","8.2262","3.4214","14","81762","thing","Scythe","1","5","115","115","90","2016","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","80","USD","","","","The Soldiery","","","","","","","",""
"Scythe: Encounters","262151","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","66613063","6.81856","8.09143","2.8462","0","9614","thing","Scythe: Encounters","1","7","115","115","90","2018","1,2,3,4,5,6,7","4","12+","","","","","","","expansion","","16","USD","","","2019-11-30","Miniature Market","1","Christmas present 2019","","","","","",""
"Scythe: Invaders from Afar","199727","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","57002006","7.83731","8.34219","3.4234","0","30416","thing","Scythe: Invaders from Afar","1","7","140","140","90","2016","1,2,3,4,5,6,7","4,5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","20","USD","","","2018-12-10","Amazon","1","","","","","","",""
"Scythe: The Rise of Fenris","242277","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56196414","7.92641","8.75949","3.2969","0","19890","thing","Scythe: The Rise of Fenris","1","5","150","150","75","2018","1,2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","27.5","USD","","","","The Guardtower","1","50% off","","","","","",""
"Scythe: The Wind Gambit","223555","0","","0","1","0","0","0","0","0","0","0","3","","","","","","51967403","7.26665","7.89285","3.3793","0","22591","thing","Scythe: The Wind Gambit","1","7","140","140","70","2017","1,2,3,4,5,6,7","4,5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","17.25","USD","","","","Miniature Market","","$5 shipping (5 Minute Dungeon + Scythe WG)","","","","","",""
"Shards of Infinity","244115","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","57001087","6.74463","7.53619","2.0185","674","5008","thing","Shards of Infinity","2","4","30","30","30","2018","2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","12.8","USD","","","","Half Price Books","1","","","","","","",""
"Shards of Infinity: Relics of the Future","257379","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58469811","6.07274","7.99041","2.0714","0","2097","thing","Shards of Infinity: Relics of the Future","1","4","30","30","30","2018","1,2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","7","USD","","","2019-01-26","Miniature Market","1","","","","","","",""
"Sheriff of Nottingham","157969","6","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818388","7.00683","7.12961","1.6507","396","46572","thing","Sheriff of Nottingham","3","5","60","60","60","2014","3,4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Silver","278553","0","","0","1","0","0","0","0","0","0","0","3","","","","","","62162995","6.06252","7.02645","1.85","2221","2128","thing","Silver","2","4","60","60","30","2019","2,3,4","","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","17.99","USD","","","2019-10-11","Miniature Market","1","","","","","","",""
"Skull","92415","6.3","1","0","1","0","0","0","0","0","0","0","3","","","","","","50240883","7.01177","7.20507","1.1356","392","23099","thing","Skull","3","6","45","45","15","2011","3,4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Skyward","209664","0","","0","1","0","0","0","0","0","0","0","3","","Zee Garcia Seal of Excellence at 2 players. Not rec’d >2 due to downtime.","","","","55091607","5.71062","6.59608","1.9286","4771","1199","thing","Skyward","2","4","45","45","30","2017","2,3","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","11.22","USD","","","","Barnes & Noble","1","50% clearance + 10% member","","","","","",""
"Smart Ass","27389","6","","0","1","0","0","0","0","0","0","0","3","","","","","","27818318","5.42105","5.38468","1.3273","20836","3077","thing","Smart Ass","2","8","30","30","30","2006","3,4,5,6,7,8","4,5,6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Sorry! Sliders","37196","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818413","6.08874","6.36231","1.0623","2121","5502","thing","Sorry! Sliders","1","4","30","30","30","2008","2,3,4","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sour Apples to Apples","104234","4.5","","0","1","0","0","0","0","0","0","0","3","","","","","","27818285","5.50175","5.58114","1.1429","17239","737","thing","Sour Apples to Apples","4","8","30","30","30","2011","4,5,6,7,8","6,7","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Space Base","242302","7.1","7","0","1","0","0","0","0","0","0","0","3","","","","","","59985223","7.28344","7.5963","2.1156","200","15559","thing","Space Base","2","5","60","60","60","2018","2,3,4,5","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","28.79","USD","","","2019-03-15","Miniature Market","1","","","","","","",""
"Specter Ops","155624","0","","0","1","0","0","0","0","0","0","0","4","","","","","","29151657","6.82667","7.22816","2.3882","569","9038","thing","Specter Ops","2","5","120","120","60","2015","2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Spirits of the Wild","256606","6.3","2","0","1","0","0","0","0","0","0","0","3","","","","","","53295513","6.44583","7.38246","1.3","1155","3899","thing","Spirits of the Wild","2","2","30","30","15","2018","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","14.99","USD","","","","Amazon","1","","","","","","",""
"Splendor","148228","7.5","14","0","1","0","0","0","0","0","0","0","2","","","","","","28255459","7.32693","7.44253","1.7962","175","88147","thing","Splendor","2","4","30","30","30","2014","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","28.85","USD","","","2015-06-13","Amazon","1","","","","","","",""
"Spot it!","63268","0","","0","1","0","0","0","0","0","0","0","1","","","","","","27818474","6.44438","6.62141","1.0296","1160","26304","thing","Spot it!","2","8","15","15","15","2009","2,3,4,5,6,7,8","4,5","4+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Fluxx","102104","0","","0","1","0","0","0","0","0","0","0","3","","","","","","37567517","6.06466","6.3626","1.4341","2209","11763","thing","Star Fluxx","2","6","40","40","10","2011","2,3,4,5","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms","147020","7","","0","1","0","0","0","0","0","0","0","1","","","","","","35825720","7.44463","7.58221","1.9398","123","54808","thing","Star Realms","2","2","20","20","20","2014","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms: Crisis – Bases & Battleships","166702","0","","0","1","0","0","0","0","0","0","0","1","","","","","","42541920","6.7157","7.73814","2","0","8806","thing","Star Realms: Crisis – Bases & Battleships","2","6","20","0","20","2014","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Crisis – Fleets & Fortresses","166704","0","","0","1","0","0","0","0","0","0","0","1","","","","","","42541921","6.66628","7.73039","2.0233","0","8384","thing","Star Realms: Crisis – Fleets & Fortresses","2","6","20","0","20","2014","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Trek: Five-Year Mission","178613","8","2","0","1","0","0","0","0","0","0","0","4","","","","","","36307227","5.94628","6.51757","1.7692","2760","3040","thing","Star Trek: Five-Year Mission","3","7","45","45","30","2015","3,4,5,6,7","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: Destiny – Two-Player Game","234931","0","","0","1","0","0","0","0","0","0","0","3","","","","","","55091674","6.02076","7.14845","2.25","2379","3129","thing","Star Wars: Destiny – Two-Player Game","2","2","30","30","30","2017","2","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","3.99","USD","","","","Best Buy","2","Clearance at BB for $3.99 each (bought 2)","","","","","",""
"Star Wars: Imperial Assault","164153","0","","0","1","0","0","0","0","0","0","0","3","","","","","","84096804","7.72603","8.00436","3.3106","52","36299","thing","Star Wars: Imperial Assault","1","5","120","120","60","2014","2,3,4,5","2,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","45.99","USD","","","2021-07-16","Half Price Books","1","","","","","","",""
"Star Wars: X-Wing Miniatures Game","103885","8","","0","1","0","0","0","0","0","0","0","1","","Rebel Alliance (X-Wing) Galactic Empire (TIE Fighters 2x)","","","","40833820","7.45192","7.67944","2.4884","118","38613","thing","Star Wars: X-Wing Miniatures Game","2","2","45","45","30","2012","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Hound's Tooth Expansion Pack","176742","0","","0","1","0","0","0","0","0","0","0","3","","Scum and Villainy","","","","37534923","5.82587","7.76196","4","0","2200","thing","Star Wars: X-Wing Miniatures Game – Hound's Tooth Expansion Pack","2","2","20","0","20","2015","","","","","","","","","","expansion","","7.19","USD","","","","Barnes & Noble","1","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Imperial Aces Expansion Pack","148259","0","","0","1","0","0","0","0","0","0","0","1","","Galactic Empire (TIE Interceptors)","","","","37534960","6.42323","8.01343","2.48","0","5520","thing","Star Wars: X-Wing Miniatures Game – Imperial Aces Expansion Pack","2","4","30","30","30","2014","2,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","13.47","USD","","","","Barnes & Noble","1","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Inquisitor's TIE Expansion Pack","182369","0","","0","1","0","0","0","0","0","0","0","1","","Galactic Empire (Inquisitor's TIE)","","","","37534983","5.79753","7.82791","2","0","1887","thing","Star Wars: X-Wing Miniatures Game – Inquisitor's TIE Expansion Pack","0","0","0","0","0","2016","","","","","","","","","","expansion","","6.72","USD","","","","Barnes & Noble","1","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Rebel Aces Expansion Pack","156770","0","","0","1","0","0","0","0","0","0","0","1","","Rebel Alliance (A-wing and B-wing)","","","","37534962","6.2785","8.04047","2.4706","0","4652","thing","Star Wars: X-Wing Miniatures Game – Rebel Aces Expansion Pack","2","2","30","30","30","2014","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","13.47","USD","","","","Barnes & Noble","1","","","","","","",""
"Star Wars: X-Wing Miniatures Game – T-70 X-Wing Expansion Pack","183966","0","","0","1","0","0","0","0","0","0","0","1","","Resistance","","","","37534971","5.80358","7.80453","2.4","0","1870","thing","Star Wars: X-Wing Miniatures Game – T-70 X-Wing Expansion Pack","2","2","20","20","20","2015","2","2","12+","","","","","","","expansion","","6.72","USD","","","","Barnes & Noble","1","","","","","","",""
"Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set","183562","0","","0","1","0","0","0","0","0","0","0","3","","Rebel Alliance (X-Wing) Galactic Empire (TIE Fighters 2x)","","","","37534933","6.92686","7.80913","2.8545","472","7898","thing","Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set","2","2","45","45","30","2015","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","17.97","USD","","","","Barnes & Noble","1","","","","","","",""
"Star Wars: X-Wing Miniatures Game – Z-95 Headhunter Expansion Pack","154766","0","","0","1","0","0","0","0","0","0","0","4","","Rebel Alliance","","","","38329744","6.08319","7.67507","2.1818","0","4207","thing","Star Wars: X-Wing Miniatures Game – Z-95 Headhunter Expansion Pack","2","2","20","20","20","2014","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Steam","27833","0","","0","1","0","0","0","0","0","0","0","3","","","","","","38348239","7.27313","7.58499","3.4552","205","10564","thing","Steam","3","5","90","90","90","2009","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","20","USD","","","2020-02-03","Miniature Market","1","MM Daily Deal","","","","","",""
"Stinky Pig Game","170954","1","","0","1","0","0","0","0","0","0","0","3","","","","","","77069157","5.44765","4.16915","1","20571","165","thing","Stinky Pig Game","2","99","10","10","10","2014","3,4,5,6,7,8","3,4,5","3+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Stratego","1917","5","","0","1","1","0","0","0","0","0","0","3","","","","","","27818254","5.97188","6.09873","1.85","2625","24717","thing","Stratego","2","2","45","45","45","1946","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
