objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Blokus","2453","7","5","0","1","0","0","0","0","0","0","0","3","","","","","","27818320","6.74791","6.87853","1.7639","669","31895","thing","Blokus","2","4","20","20","20","2000","2,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Blood Rage","170216","8.2","1","0","1","0","0","0","0","0","0","0","3","","","","","Looking for box in good condition","34322405","7.82065","7.99772","2.8819","33","43436","thing","Blood Rage","2","4","90","90","60","2015","3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","48","USD","","","2018-06-15","Origins","","Dented. Has Broken Token insert","","","","","",""
"Blood Rage: 5th Player Expansion","174506","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71771842","6.99716","8.09543","2.6176","0","10326","thing","Blood Rage: 5th Player Expansion","5","5","90","90","60","2015","3,4,5","4,5","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","19.24","USD","","","2019-01-03","Amazon","1","","","","","","",""
"Blood Rage: Gods of Ásgard","174801","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71771958","6.70228","7.67502","2.5862","0","10099","thing","Blood Rage: Gods of Ásgard","2","4","90","90","60","2015","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Blood Rage: Mystics of Midgard","175100","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71772031","6.87131","7.90339","2.6786","0","10225","thing","Blood Rage: Mystics of Midgard","2","4","90","90","60","2015","3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Blue Moon City","21882","0","","0","1","0","0","0","0","0","0","0","3","","","","","","71119236","6.75698","7.03703","2.2963","660","8470","thing","Blue Moon City","2","4","50","50","30","2006","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","9.99","USD","","","2020-05-06","Asmodee Online Store","1","","","","","","",""
"Bohnanza","11","6.9","1","0","1","0","0","0","0","0","0","0","4","","","","","","49795216","6.93364","7.03907","1.6754","461","58729","thing","Bohnanza","2","7","45","45","45","1997","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Boss Monster: The Dungeon Building Card Game","131835","6","","0","1","0","0","0","0","0","0","0","3","","","","","","27818239","6.10968","6.28213","1.8431","2038","29146","thing","Boss Monster: The Dungeon Building Card Game","2","4","30","30","30","2013","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Bowling Solitaire","25314","0","","0","1","0","0","0","0","0","0","0","4","","","","","","35013574","5.67794","6.71554","1.5172","5287","266","thing","Bowling Solitaire","1","1","30","30","30","1969","1","1","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"BraveRats","112373","0","1","0","1","0","0","0","0","0","0","0","4","Mentioned on the ""So Very Wrong About Games"" podcast","","","","","53341582","6.0442","6.45713","1.1415","2285","4370","thing","BraveRats","2","2","15","15","15","2011","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","6.54","USD","","","","Amazon","1","","","","","","",""
"Brutal Kingdom","203405","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58446898","5.70469","6.56721","1.8889","4858","1197","thing","Brutal Kingdom","3","4","30","30","30","2016","3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","6.39","USD","","","2019-02-15","Half Price Books","1","","","","","","",""
"Ca$h 'n Guns (Second Edition)","155362","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","39226605","6.71156","6.88608","1.2553","724","19075","thing","Ca$h 'n Guns (Second Edition)","4","8","30","30","30","2014","4,5,6,7,8","6,7,8","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Calimala","199383","0","1","0","1","0","0","0","0","0","0","0","4","","","","","","59779509","6.38471","7.19367","2.8036","1261","2204","thing","Calimala","3","5","75","75","75","2017","3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","31.99","USD","","","2019-12-19","The Guardtower","1","","","","","","",""
"Camel Up","153938","7.2","1","0","1","0","0","0","0","0","0","0","4","","","","","","28923324","6.90533","7.04267","1.4776","499","29888","thing","Camel Up","2","8","30","30","20","2014","3,4,5,6,7,8","4,5","8+","No necessary in-game text","","","","","","standalone","","20","USD","","","","Books & Co.","","","","","","","",""
"Can't Stop","41","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","81214592","6.6936","6.84944","1.1546","757","12440","thing","Can't Stop","2","4","30","30","30","1980","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","32.99","USD","","","2021-03-31","Amazon","","","","","","","",""
"Canasta","17104","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","55099110","5.84634","6.38119","2.1386","3384","1444","thing","Canasta","2","6","45","45","45","1939","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Captain Sonar","171131","0","","0","1","0","0","0","0","0","0","0","4","","","","","","36177010","7.34287","7.55586","2.1502","169","23194","thing","Captain Sonar","2","8","60","60","45","2016","6,7,8","8","12+","No necessary in-game text","","","","","","standalone","","37.5","USD","","","","The Soldiery","","","","","","","",""
"Carcassonne","822","8","4","0","1","0","0","0","0","0","0","0","2","","","","","","27818493","7.30858","7.41901","1.9079","183","156165","thing","Carcassonne","2","5","45","45","30","2000","2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Carcassonne: Expansion 1 – Inns & Cathedrals","2993","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","47941257","7.41245","7.62393","1.9304","0","43162","thing","Carcassonne: Expansion 1 – Inns & Cathedrals","2","6","60","60","60","2002","2,3,4,5,6","2,3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Castle Panic","43443","6","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818219","6.49032","6.65283","1.6642","1087","24720","thing","Castle Panic","1","6","60","60","60","2009","1,2,3,4,5,6","4","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Castles of Burgundy","84876","9","2","0","1","0","0","0","0","0","0","0","4","","","","","","29426001","8.00995","8.1295","2.9996","15","65568","thing","The Castles of Burgundy","2","4","90","90","30","2011","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Castles of Burgundy: The Card Game","191977","0","","0","1","0","0","0","0","0","0","0","1","","","","","","50196406","6.68044","7.01826","2.5649","778","12286","thing","The Castles of Burgundy: The Card Game","1","4","60","60","30","2016","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Castles of Burgundy: The Dice Game","232988","0","","0","1","0","0","0","0","0","0","0","3","","","","","","57897336","6.42324","6.91641","1.8305","1190","6189","thing","The Castles of Burgundy: The Dice Game","1","5","30","30","15","2017","1,2,3,4,5","1,2","8+","No necessary in-game text","","","","","","standalone","","10.69","USD","","","2019-01-26","Miniature Market","1","","","","","","",""
"Cat Lady","228504","7.5","4","1","1","0","0","0","0","0","0","0","3","","","","","","67514462","6.57722","7.08023","1.4719","922","6643","thing","Cat Lady","2","4","30","30","15","2017","2,3,4","","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","17.61","USD","","","2020-01-11","Amazon","1","","","","","","",""
"Catan","13","5.8","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818236","6.97772","7.14247","2.3154","416","161792","thing","Catan","3","4","120","120","60","1995","3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Cave Troll","4491","0","","0","1","0","0","0","0","0","0","0","4","","Secret Cabal Forgotten Board Game That Should Be Rediscovered","","","","58974554","6.09935","6.40564","1.9785","2080","5921","thing","Cave Troll","2","4","60","60","20","2002","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","12","USD","","","2019-06-07","Miniature Market","1","Mega Clearance","","","","","",""
"Century: A New World","270970","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","66613074","6.76717","7.44655","2.1406","645","7716","thing","Century: A New World","2","4","45","45","30","2019","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","28.39","USD","","","2019-11-30","Miniature Market","1","","","","","","",""
"Century: Eastern Wonders","242574","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","53343410","6.80389","7.2088","2.1226","593","11460","thing","Century: Eastern Wonders","2","4","45","45","30","2018","2,3,4","","8+","No necessary in-game text","","","","","","standalone","","23.24","USD","","","","Amazon","1","","","","","","",""
"Century: Spice Road","209685","7.5","4","0","1","0","0","0","0","0","0","0","3","","","","","","42876887","7.1745","7.36161","1.7835","263","25482","thing","Century: Spice Road","2","5","45","45","30","2017","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","27","USD","","","2017-09-20","Miniature Market","1","","","","","","",""
"Champions of Midgard","172287","8.5","3","0","1","0","0","0","0","0","0","0","3","","","","","","38044127","7.48769","7.76392","2.5964","107","20329","thing","Champions of Midgard","2","4","90","90","60","2015","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","39.04","USD","","","2017-07-07","Amazon","1","","","","","","",""
"Champions of Midgard: Odin's Trial Promo Card","203464","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","44793739","5.68618","7.74771","3","0","1165","thing","Champions of Midgard: Odin's Trial Promo Card","2","4","90","90","60","2015","2,3,4","4","","","","","","","","expansion","","2.5","USD","","","2017-08-19","Gen Con 2017","1","","","","","","",""
"Champions of Midgard: The Dark Mountains","219787","7.5","","0","1","0","0","0","0","0","0","0","3","","","","","","44793698","6.89968","7.90202","2.3478","0","8015","thing","Champions of Midgard: The Dark Mountains","2","5","90","90","60","2017","2,3,4,5","4,5","10+","No necessary in-game text","","","","","","expansion","","17.49","USD","","","2017-08-13","Miniature Market","1","","","","","","",""
"Champions of Midgard: Valhalla","219788","8.2","","0","1","0","0","0","0","0","0","0","3","","","","","","44793715","7.34908","8.42219","2.8846","0","9092","thing","Champions of Midgard: Valhalla","2","4","120","120","60","2017","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","20.99","USD","","","2017-08-13","Miniature Market","1","","","","","","",""
"Citadels","478","0","","0","1","0","0","0","0","0","0","0","3","","","","","","78156999","6.97316","7.08089","2.052","419","66029","thing","Citadels","2","8","60","60","20","2000","2,3,4,5,6,7","5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","1","USD","","","2021-01-07","Goodwill","1","","","","","","",""
"Claim","233961","0","","0","1","0","0","0","0","0","0","0","4","","","","","","52946103","6.41992","7.00706","1.7288","1198","6539","thing","Claim","2","2","25","25","25","2017","2","2","8+","No necessary in-game text","","","","","","standalone","","10.69","USD","","","2019-05-21","Miniature Market","1","","","","","","",""
"Clank!: A Deck-Building Adventure","201808","0","1","0","1","0","0","0","0","0","0","0","2","","","","","","42484276","7.64556","7.81587","2.2182","72","39680","thing","Clank!: A Deck-Building Adventure","2","4","60","60","30","2016","2,3,4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","12","USD","","","2017-07-07","Amazon","","","","","","","",""
"Clue","1294","4","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818269","5.56949","5.67098","1.6562","8767","31993","thing","Clue","2","6","45","45","45","1949","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Codenames","178900","7.5","1","0","1","0","0","0","0","0","0","0","2","","","","","","29524140","7.51607","7.60639","1.2803","98","114516","thing","Codenames","2","8","15","15","15","2015","4,5,6,7,8","6,8","10+","Unplayable in another language","","","","","","standalone","","19.95","USD","","","2015-10-27","Amazon","1","","","","","","",""
"Codenames: Duet","224037","7.9","2","0","1","0","0","0","0","0","0","0","3","","","","","","65460757","7.33897","7.55082","1.3392","172","30912","thing","Codenames: Duet","2","2","30","30","15","2017","2","2","12+","Unplayable in another language","","","","","","standalone","","9.53","USD","","","2019-11-02","Amazon","1","","","","","","",""
"Codenames: Pictures","198773","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","39406165","7.07191","7.24882","1.2588","338","31080","thing","Codenames: Pictures","2","8","15","15","15","2016","4,5,6,7,8","6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Concept","147151","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","41572756","6.66247","6.81099","1.3951","804","25405","thing","Concept","4","12","40","40","40","2013","3,4,5,6,7,8,9,10,11,12","6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","20","USD","","","","Books & Co.","","","","","","","",""
"Cosmic Encounter","39463","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42399984","7.36987","7.5378","2.5723","153","35070","thing","Cosmic Encounter","3","5","120","120","60","2008","4,5","5","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Cosmic Encounter: Cosmic Conflict","87507","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44433336","6.9637","8.15095","2.8276","0","7849","thing","Cosmic Encounter: Cosmic Conflict","3","7","60","60","60","2011","4,5,6,7","5,6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Cosmic Encounter: Cosmic Dominion","153971","0","","0","1","0","0","0","0","0","0","0","3","","","","","","83063843","6.82487","8.44023","3.0476","0","6244","thing","Cosmic Encounter: Cosmic Dominion","3","5","60","60","60","2014","4,5","5","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","12.49","USD","","","2021-06-13","Half Price Books","1","Unopened when purchased.","","","","","",""
"Cosmic Encounter: Cosmic Incursion","61001","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44433274","7.29559","8.2194","2.6796","0","11168","thing","Cosmic Encounter: Cosmic Incursion","3","6","60","60","60","2010","4,5,6","5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"The Crew: The Quest for Planet Nine","284083","0","","0","1","0","0","0","0","0","0","0","4","","","","","","68770338","7.77028","7.98312","2","40","42281","thing","The Crew: The Quest for Planet Nine","2","5","20","20","20","2019","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","14.95","USD","","","2020-04-27","Miniature Market","1","","","","","","",""
"Crokinole","521","8","1","0","1","0","0","0","0","0","0","0","4","","","","","","27818528","7.65979","7.93163","1.2529","65","11417","thing","Crokinole","2","4","30","30","30","1876","2,4","2,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Crusaders: Thy Will Be Done","170624","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","65715477","6.8016","7.55121","2.4352","595","4547","thing","Crusaders: Thy Will Be Done","2","4","60","60","40","2018","2,3,4","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","30","USD","","","2019-10-09","Miniature Market","1","","","","","","",""
"Crypt","250442","7","1","0","1","0","0","0","0","0","0","0","4","","","","","","54402804","6.16851","6.71908","1.5116","1860","5641","thing","Crypt","1","4","35","35","20","2018","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","10","USD","","","2019-04-17","Craig’s List","1","NiB","","","","","",""
"Cryptid","246784","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","82045318","7.16053","7.50475","2.1989","266","11803","thing","Cryptid","3","5","50","50","30","2018","3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","31.5","USD","","","2021-04-25","The Guardtower","","","","","","","",""
"CUPONK","71402","5","","0","1","0","0","0","0","0","0","0","3","","","","","","44073412","5.47593","5.09301","1.125","19749","243","thing","CUPONK","1","0","15","15","15","2010","","","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Dastardly Dirigibles","193485","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42508570","5.65258","6.37268","1.5385","5755","1126","thing","Dastardly Dirigibles","2","5","60","60","60","2016","3,4,5","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Dead of Winter: A Crossroads Game","150376","0","1","4","1","0","0","0","0","0","0","0","2","","","","","","27819174","7.40953","7.55817","3.0139","135","55315","thing","Dead of Winter: A Crossroads Game","2","5","120","120","60","2014","3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Dead of Winter: The Long Night","193037","0","","0","1","0","0","0","0","0","0","0","3","","","","","","60975407","7.2037","7.63328","3.3827","239","18571","thing","Dead of Winter: The Long Night","2","5","120","120","60","2016","3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","13.49","USD","","","2019-05-27","Barnes & Noble","1","","","","","","",""
"Deep Sea Adventure","169654","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","39289143","6.76163","6.9766","1.1719","652","18446","thing","Deep Sea Adventure","2","6","30","30","30","2014","3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Deep Space D-6","183571","0","","0","1","0","0","0","0","0","0","0","4","","","","","","36214595","6.55814","7.26942","1.7174","954","6080","thing","Deep Space D-6","1","1","30","30","30","2015","1","1","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","Gen Con 2019","","","","","","","",""
"Diamonds: Second Edition","152162","7.2","5","0","1","0","0","0","0","0","0","0","3","","","","","","42625631","6.56879","6.92364","1.5536","934","7537","thing","Diamonds: Second Edition","2","6","30","30","20","2014","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Discoveries: The Journals of Lewis & Clark","171669","0","","0","1","0","0","0","0","0","0","0","3","","","","","","74938345","6.64824","7.07174","2.3529","817","6700","thing","Discoveries: The Journals of Lewis & Clark","2","4","60","60","60","2015","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","19.99","USD","","","2020-09-24","Half Price Books","1","","","","","","",""
"Dominion (Second Edition)","209418","7.8","8","0","1","0","0","0","0","0","0","0","3","","","","","","48849910","7.25457","7.91729","2.1743","217","8133","thing","Dominion (Second Edition)","2","4","30","30","30","2016","2,3,4","2,3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Dominion: Black Market Promo Card","41105","0","","0","1","0","0","0","0","0","0","0","3","","","","","","85275667","6.57398","7.1243","2.3274","0","9894","thing","Dominion: Black Market Promo Card","2","4","30","30","30","2009","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","2021-09-02","","","Included in Prosperity from HPB","","","","","",""
"Dominion: Intrigue (Second Edition)","209419","7.5","","0","1","0","0","0","0","0","0","0","3","","","","","","49921572","6.51615","8.16743","2.25","0","3382","thing","Dominion: Intrigue (Second Edition)","2","4","30","30","30","2016","2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Dominion: Prosperity","66690","0","1","0","1","0","0","0","0","0","0","0","2","","included Black Market","","","","55995804","7.9127","8.24664","2.4888","0","29359","thing","Dominion: Prosperity","2","4","30","30","30","2010","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","22.99","USD","","","2021-09-02","Half Price Books","1","","","","","","",""
"Dominion: Summon Promo Card","182822","0","","0","1","0","0","0","0","0","0","0","3","","","","","","85275769","5.7821","7.4307","2.5714","0","2132","thing","Dominion: Summon Promo Card","2","4","30","0","30","2015","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","2021-09-02","","","received in Prosperity box from HPB","","","","","",""
"Downforce","215311","0","3","0","1","0","0","0","0","0","0","0","3","","","","","","62166979","7.03646","7.34204","1.733","372","11821","thing","Downforce","2","6","40","40","20","2017","2,3,4,5,6","3,6","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","9.99","USD","","","2019-06-21","Barnes & Noble","1","75% off clearance","","","","","",""
"The Duke","36235","0","","0","1","0","0","0","0","0","0","0","3","","","","","","41572765","6.79367","7.37384","2.4882","607","6274","thing","The Duke","2","2","30","30","30","2013","2","2","12+","No necessary in-game text","","","","","","standalone","","20","USD","","","","Books & Co.","","","","","","","",""
"Dune: Imperium","316554","0","","0","1","0","0","0","0","0","0","0","3","","","","","","76120605","7.83826","8.32536","2.9452","30","16094","thing","Dune: Imperium","1","4","120","120","60","2020","1,2,3,4","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","42.5","USD","","","2021-07-15","The Guardtower","1","Birthday present","","","","","",""
"Earth Reborn","73171","0","","0","1","1","0","0","0","0","0","0","3","","","","","","44152777","6.88348","7.65442","3.8967","516","6153","thing","Earth Reborn","2","4","180","180","180","2010","2,3,4","2","14+","No necessary in-game text","","","","","","standalone","","20","USD","","","","The Soldiery","1","","","","","","",""
"Elevenses for One (with Bowling Solitaire)","200430","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44440345","5.57175","6.89761","1.3333","0","322","thing","Elevenses for One (with Bowling Solitaire)","1","1","11","11","11","2016","1","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Elysium","163968","8.5","3","0","1","0","0","0","0","0","0","0","3","","","","","","58428339","6.94195","7.22386","2.7599","453","12523","thing","Elysium","2","4","60","60","60","2015","2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","23.98","USD","","","2019-02-12","Amazon","1","","","","","","",""
"Escape from the Aliens in Outer Space","82168","0","","0","1","0","0","0","0","0","0","0","4","","Pierce's game","","","","37234809","6.50827","6.94158","1.89","1042","7210","thing","Escape from the Aliens in Outer Space","2","8","45","45","20","2010","4,5,6,7,8","6","12+","No necessary in-game text","","","","","","standalone","","","","","","","Miniature Market","","Pierce's Game","","","","","",""
"Escape: The Curse of the Temple – Big Box","157820","8","","0","1","0","0","0","0","0","0","0","3","","","","","","35263908","6.48","7.57805","1.4783","0","3626","thing","Escape: The Curse of the Temple – Big Box","1","6","10","10","10","2014","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","50","USD","","","","Origins","","","","","","","",""
"Ethnos","206718","8.2","8","0","1","0","0","0","0","0","0","0","3","Ticket To Ride area control.","","","","","42578626","7.18977","7.47855","2.0207","250","13049","thing","Ethnos","2","6","60","60","45","2017","2,3,4,5,6","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","32","USD","","","2017-06-01","The Guardtower","1","","","","","","",""
"Euchre","6901","7.5","1","0","1","0","0","0","0","0","0","0","1","","","","","","42542519","6.22931","6.8115","1.6987","1666","1702","thing","Euchre","2","7","45","45","45","1848","4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Fairy Tale","13823","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56616339","6.51974","6.72392","1.7658","1020","12334","thing","Fairy Tale","2","5","30","30","30","2004","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","9.99","USD","","","2018-12-14","Half Price Books","","","","","","","",""
"A Fake Artist Goes to New York","135779","0","","0","1","0","0","0","0","0","0","0","4","","","","","","39725183","6.75698","7.16367","1.1522","661","9215","thing","A Fake Artist Goes to New York","5","10","20","20","20","2012","5,6,7,8,9,10","6,7","8+","No necessary in-game text","","","","","","standalone","","","","","","2019-12-25","Target","","Christmas present 2019","","","","","",""
"Fantasy Realms","223040","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","53878783","7.08446","7.52583","1.7365","325","10082","thing","Fantasy Realms","2","6","20","20","20","2017","2,3,4,5","2,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","19.99","USD","","","2018-09-28","Amazon","1","","","","WizKids","English","2017","English first edition"
"Five Tribes","157354","8.2","7","0","1","0","0","0","0","0","0","0","3","","with Folded Space insert","","","","52531298","7.6303","7.77787","2.8559","74","43268","thing","Five Tribes","2","4","80","80","40","2014","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","38.33","USD","","","","Amazon","1","","","","","","",""
"Five Tribes: Whims of the Sultan","226828","8.2","","0","1","0","0","0","0","0","0","0","3","","","","","","71666348","6.48214","8.02232","3.0769","0","5208","thing","Five Tribes: Whims of the Sultan","2","5","90","90","40","2017","2,3,4","3","12+","","","","","","","expansion","","21.29","USD","","","2020-05-28","Miniature Market","1","","","","","","",""
"Flash Point: Fire Rescue","100901","8","1","0","1","0","0","0","0","0","0","0","2","","","","","","27818387","7.04159","7.19533","2.2062","368","33887","thing","Flash Point: Fire Rescue","2","6","45","45","45","2011","1,2,3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","22.09","USD","","","2015-08-01","Amazon","1","","","","","","",""
"Flick 'em Up!","169124","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","43031690","6.66221","6.9248","1.328","806","14786","thing","Flick 'em Up!","2","10","45","45","30","2015","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","17.5","USD","","","2017-06-06","Half Price Books","1","","","","","","",""
"For Sale","172","7.5","5","0","1","0","0","0","0","0","0","0","3","","","","","","47941280","7.10563","7.2239","1.2606","309","29908","thing","For Sale","3","6","30","30","30","1997","3,4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Forbidden Island","65244","0","","0","1","0","0","0","0","0","0","0","3","","","","","","61783549","6.6927","6.78787","1.7399","761","75672","thing","Forbidden Island","2","4","30","30","30","2010","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","1","USD","","","2019-07-02","Goodwill","1","Missing red token and chalice. Playable","","","","","",""
"Formula D","37904","7","","0","1","0","0","0","0","0","0","0","3","","","","","","28761401","6.8506","7.01638","1.9729","541","23836","thing","Formula D","2","10","60","60","60","2008","3,4,5,6,7,8,9,10","5,6,7,8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Fox in the Forest","221965","7","","0","1","0","0","0","0","0","0","0","3","","","","","","45011430","6.96363","7.22615","1.5833","433","20480","thing","The Fox in the Forest","2","2","30","30","30","2017","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","10.2","USD","","","2017-09-11","Miniature Market","1","","","","","","",""
"The Fox in the Forest Duet","288169","0","","0","1","0","0","0","0","0","0","0","3","","","","","","68056747","6.34523","7.22412","1.641","1353","4236","thing","The Fox in the Forest Duet","2","2","30","30","30","2020","2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","11.25","USD","","","2020-01-21","Miniature Market","1","","","","","","",""
"Friday","43570","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","28255897","6.96787","7.14055","2.1455","428","30100","thing","Friday","1","1","25","25","25","2011","1","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
