objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Diamonds: Second Edition","152162","7.2","5","0","1","0","0","0","0","0","0","0","3","","","","","","42625631","0","0","1.5536","0","7603","thing","Diamonds: Second Edition","2","6","30","30","20","2014","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Discoveries: The Journals of Lewis & Clark","171669","0","","0","1","0","0","0","0","0","0","0","3","","","","","","74938345","0","0","2.3564","0","6748","thing","Discoveries: The Journals of Lewis & Clark","2","4","60","60","60","2015","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","19.99","USD","","","2020-09-24","Half Price Books","1","","","","","","",""
"Dominion (Second Edition)","209418","7.8","8","0","1","0","0","0","0","0","0","0","3","","","","","","48849910","0","0","2.175","0","8698","thing","Dominion (Second Edition)","2","4","30","30","30","2016","2,3,4","2,3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Dominion: Black Market Promo Card","41105","0","","0","1","0","0","0","0","0","0","0","3","","","","","","85275667","0","0","2.3274","0","9924","thing","Dominion: Black Market Promo Card","2","4","30","30","30","2009","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","2021-09-02","","","Included in Prosperity from HPB","","","","","",""
"Dominion: Intrigue (Second Edition)","209419","7.5","","0","1","0","0","0","0","0","0","0","3","","","","","","49921572","0","0","2.2759","0","3599","thing","Dominion: Intrigue (Second Edition)","2","4","30","30","30","2016","2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Dominion: Prosperity","66690","0","1","0","1","0","0","0","0","0","0","0","2","","included Black Market","","","","55995804","0","0","2.4868","0","29810","thing","Dominion: Prosperity","2","4","30","30","30","2010","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","22.99","USD","","","2021-09-02","Half Price Books","1","","","","","","",""
"Dominion: Summon Promo Card","182822","0","","0","1","0","0","0","0","0","0","0","3","","","","","","85275769","0","0","2.5714","0","2156","thing","Dominion: Summon Promo Card","2","4","30","0","30","2015","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","2021-09-02","","","received in Prosperity box from HPB","","","","","",""
"Downforce","215311","7.3","3","0","1","0","0","0","0","0","0","0","3","","","","","","62166979","0","0","1.7473","0","12614","thing","Downforce","2","6","40","40","20","2017","2,3,4,5,6","3,6","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","9.99","USD","","","2019-06-21","Barnes & Noble","1","75% off clearance","","","","","",""
"The Duke","36235","0","","0","1","0","0","0","0","0","0","0","3","","","","","","41572765","0","0","2.4882","0","6318","thing","The Duke","2","2","30","30","30","2013","2","2","12+","No necessary in-game text","","","","","","standalone","","20","USD","","","","Books & Co.","","","","","","","",""
"Dune: Imperium","316554","0","","0","1","0","0","0","0","0","0","0","3","","","","","","76120605","0","0","2.9645","0","21326","thing","Dune: Imperium","1","4","120","120","60","2020","1,2,3,4","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","42.5","USD","","","2021-07-15","The Guardtower","1","Birthday present","","","","","",""
"Earth Reborn","73171","0","","0","1","1","0","0","0","0","0","0","3","","","","","","44152777","0","0","3.897","0","6188","thing","Earth Reborn","2","4","180","180","180","2010","2,3,4","2","14+","No necessary in-game text","","","","","","standalone","","20","USD","","","","The Soldiery","1","","","","","","",""
"Elevenses for One (with Bowling Solitaire)","200430","0","","0","1","0","0","0","0","0","0","0","3","","","","","","44440345","0","0","1.3333","0","328","thing","Elevenses for One (with Bowling Solitaire)","1","1","11","11","11","2016","1","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Elysium","163968","8.5","3","0","1","0","0","0","0","0","0","0","3","","","","","","58428339","0","0","2.7599","0","12648","thing","Elysium","2","4","60","60","60","2015","2,3,4","","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","23.98","USD","","","2019-02-12","Amazon","1","","","","","","",""
"Escape from the Aliens in Outer Space","82168","0","","0","1","0","0","0","0","0","0","0","4","","Pierce's game","","","","37234809","0","0","1.89","0","7340","thing","Escape from the Aliens in Outer Space","2","8","45","45","20","2010","4,5,6,7,8","6","12+","No necessary in-game text","","","","","","standalone","","","","","","","Miniature Market","","Pierce's Game","","","","","",""
"Escape: The Curse of the Temple – Big Box","157820","8","","0","1","0","0","0","0","0","0","0","3","","","","","","35263908","0","0","1.4783","0","3652","thing","Escape: The Curse of the Temple – Big Box","1","6","10","10","10","2014","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","50","USD","","","","Origins","","","","","","","",""
"Ethnos","206718","8.2","8","0","1","0","0","0","0","0","0","0","3","Ticket To Ride area control.","","","","","42578626","0","0","2.0305","0","13432","thing","Ethnos","2","6","60","60","45","2017","2,3,4,5,6","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","32","USD","","","2017-06-01","The Guardtower","1","","","","","","",""
"Euchre","6901","7.5","1","0","1","0","0","0","0","0","0","0","1","","","","","","42542519","0","0","1.7025","0","1734","thing","Euchre","2","7","45","45","45","1848","4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Fairy Tale","13823","0","","0","1","0","0","0","0","0","0","0","3","","","","","","56616339","0","0","1.7658","0","12376","thing","Fairy Tale","2","5","30","30","30","2004","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","9.99","USD","","","2018-12-14","Half Price Books","","","","","","","",""
"A Fake Artist Goes to New York","135779","0","","0","1","0","0","0","0","0","0","0","4","","","","","","39725183","0","0","1.1414","0","9627","thing","A Fake Artist Goes to New York","5","10","20","20","20","2012","5,6,7,8,9,10","6,7","8+","No necessary in-game text","","","","","","standalone","","","","","","2019-12-25","Target","","Christmas present 2019","","","","","",""
"Fantasy Realms","223040","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","53878783","0","0","1.7368","0","11815","thing","Fantasy Realms","2","6","20","20","20","2017","2,3,4,5","2,3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","19.99","USD","","","2018-09-28","Amazon","1","","","","WizKids","English","2017","English first edition"
"Five Tribes","157354","8.2","7","0","1","0","0","0","0","0","0","0","3","","with Folded Space insert","","","","52531298","0","0","2.8543","0","44332","thing","Five Tribes","2","4","80","80","40","2014","2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","38.33","USD","","","","Amazon","1","","","","","","",""
"Five Tribes: Whims of the Sultan","226828","8.2","","0","1","0","0","0","0","0","0","0","3","","","","","","71666348","0","0","3.0714","0","5432","thing","Five Tribes: Whims of the Sultan","2","5","90","90","40","2017","2,3,4","3","12+","","","","","","","expansion","","21.29","USD","","","2020-05-28","Miniature Market","1","","","","","","",""
"Flash Point: Fire Rescue","100901","8","1","0","1","0","0","0","0","0","0","0","2","","","","","","27818387","0","0","2.2049","0","34343","thing","Flash Point: Fire Rescue","2","6","45","45","45","2011","1,2,3,4,5,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","22.09","USD","","","2015-08-01","Amazon","1","","","","","","",""
"Flick 'em Up!","169124","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","43031690","0","0","1.3316","0","14986","thing","Flick 'em Up!","2","10","45","45","30","2015","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","17.5","USD","","","2017-06-06","Half Price Books","1","","","","","","",""
"For Sale","172","7.5","5","0","1","0","0","0","0","0","0","0","3","","","","","","47941280","0","0","1.2608","0","30616","thing","For Sale","3","6","30","30","30","1997","3,4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Forbidden Island","65244","0","","0","1","0","0","0","0","0","0","0","3","","","","","","61783549","0","0","1.7398","0","77028","thing","Forbidden Island","2","4","30","30","30","2010","1,2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","1","USD","","","2019-07-02","Goodwill","1","Missing red token and chalice. Playable","","","","","",""
"Formula D","37904","7","","0","1","0","0","0","0","0","0","0","3","","","","","","28761401","0","0","1.9743","0","24134","thing","Formula D","2","10","60","60","60","2008","3,4,5,6,7,8,9,10","5,6,7,8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Fox in the Forest","221965","7","","0","1","0","0","0","0","0","0","0","3","","","","","","45011430","0","0","1.5795","0","21646","thing","The Fox in the Forest","2","2","30","30","30","2017","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","10.2","USD","","","2017-09-11","Miniature Market","1","","","","","","",""
"The Fox in the Forest Duet","288169","0","","0","1","0","0","0","0","0","0","0","3","","","","","","68056747","0","0","1.6744","0","4659","thing","The Fox in the Forest Duet","2","2","30","30","30","2020","2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","11.25","USD","","","2020-01-21","Miniature Market","1","","","","","","",""
"Friday","43570","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","28255897","0","0","2.1463","0","30846","thing","Friday","1","1","25","25","25","2011","1","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Fury of Dracula","181279","0","","0","1","0","0","0","0","0","0","0","3","","3rd Edition","","","","42261039","0","0","3.2384","0","22380","thing","Fury of Dracula (Third/Fourth Edition)","2","5","180","180","120","2015","2,3,4,5","3,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","32.37","USD","","","2016-09-04","Barnes & Noble","","","","","Fantasy Flight Games","English","2015","English third edition"
"FUSE","171273","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","34462669","0","0","1.669","0","11338","thing","FUSE","1","5","10","10","10","2015","1,2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Game","173090","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","33879081","0","0","1.2476","0","14734","thing","The Game","1","5","20","20","20","2015","1,2,3,4,5","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Game of 49","159492","0","","0","1","0","0","0","0","0","0","0","3","","","","","","54377865","0","0","1.625","0","2086","thing","The Game of 49","2","5","45","45","45","2014","3,4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","8.97","USD","","","2018-05-11","Barnes & Noble","1","2nd copy from Marshalls ($5?)","","","","","",""
"A Game of Thrones: Hand of the King","205610","6.5","2","0","1","0","0","0","0","0","0","0","3","","","","","","54883409","0","0","1.2","0","7066","thing","A Game of Thrones: Hand of the King","2","4","30","30","15","2016","2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","2.92","USD","","","2018-10-09","Barnes & Noble","1","","","","","","",""
"Gears of War: The Board Game","42776","0","","0","1","0","0","0","0","0","0","0","4","","","","","","29078479","0","0","2.8844","0","7482","thing","Gears of War: The Board Game","1","4","180","180","60","2011","1,2,3,4","","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","75","USD","","","","Ebay","1","","","","","","",""
"Get Bit!","30539","6","1","0","1","1","0","0","0","0","0","0","4","","","","","","30957621","0","0","1.1183","0","10640","thing","Get Bit!","3","6","20","20","20","2007","3,4,5,6","5,6","6+","No necessary in-game text","","","","","","standalone","","18.95","USD","","","2015-11-25","Amazon","1","","","","","","",""
"Gizmos","246192","7.3","3","0","1","0","0","0","0","0","0","0","4","","","","","","58325574","0","0","2.0244","0","11888","thing","Gizmos","2","4","50","50","40","2018","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","29.99","USD","","","2020-09-23","Half Price Books","1","","","","","","",""
"Gizmos: Lost Designs Promo Set","258067","0","","0","1","0","0","0","0","0","0","0","1","","","","","","74707566","0","0","2","0","272","thing","Gizmos: Lost Designs Promo Set","2","4","50","50","40","2018","2,3,4","4","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Gloomhaven","174430","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","42277650","0","0","3.8695","0","76393","thing","Gloomhaven","1","4","120","120","60","2017","1,2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Glüx","207207","7.5","6","0","1","0","0","0","0","0","0","0","1","","","","","","42508465","0","0","1.6","0","1890","thing","Glüx","2","4","45","45","30","2016","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Godfather: Corleone's Empire","195539","0","","0","1","0","0","0","0","0","0","0","4","","","","","","53310715","0","0","2.6207","0","9624","thing","The Godfather: Corleone's Empire","2","5","90","90","60","2017","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","16","USD","","","2019-02-08","Marshalls","1","","","","","","",""
"Gold West","154086","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","71119085","0","0","2.4512","0","3173","thing","Gold West","2","4","60","60","45","2015","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","24","USD","","","2020-04-27","Miniature Market","1","","","","","","",""
"The Grizzled","171668","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","33878987","0","0","1.9436","0","20993","thing","The Grizzled","2","5","30","30","30","2015","3,4,5","4,5","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"The Grizzled: At Your Orders!","194562","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42918292","0","0","2.2353","0","7637","thing","The Grizzled: At Your Orders!","1","5","30","30","30","2016","1,2,3,4,5","4,5","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","14.99","USD","","","2017-06-01","Orcs Forge Games","1","","","","","","",""
"Gùgōng","250458","0","","0","1","0","0","0","0","0","0","0","3","","","","","","75626395","0","0","3.0958","0","9856","thing","Gùgōng","1","5","90","90","60","2018","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","24","USD","","","2020-09-16","Miniature Market","1","","","","","","",""
"Hail Hydra","256877","0","","0","1","0","0","0","0","0","0","0","3","","","","","","53790282","0","0","1.8667","0","3443","thing","Hail Hydra","5","8","75","75","40","2018","5,6,7,8","6","8","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","15.38","USD","","","2018-11-17","Gamestop","1","Clearance item.  Total $16.53","","","","","",""
"Hako Onna","233848","0","","0","1","0","0","0","0","0","0","0","3","","","","","","65715436","0","0","2.75","0","577","thing","Hako Onna","3","5","120","120","90","2016","3,4,5","5","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","22.49","USD","","","2019-10-11","Miniature Market","1","","","","","","",""
"Hanabi","98778","8","1","0","1","0","0","0","0","0","0","0","1","","","","","","28761138","0","0","1.6963","0","67885","thing","Hanabi","2","5","25","25","25","2010","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Hanamikoji","158600","0","1","0","1","0","0","0","0","0","0","0","4","","","","","","51117662","0","0","1.7138","0","20566","thing","Hanamikoji","2","2","15","15","15","2013","2","2","8+","No necessary in-game text","","","","","","standalone","","20","USD","","","2018-08-02","Gen Con 2018","","","","","","","",""
"Hansa Teutonica: Big Box","286749","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","78422185","0","0","2.8718","0","4819","thing","Hansa Teutonica: Big Box","3","5","90","90","45","2020","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","39.99","USD","","","2021-01-06","Miniature Market","1","","","","Pegasus Spiele","English; German","2020","English/German edition"
"Hive Pocket","154597","0","5","0","1","0","0","0","0","0","0","0","3","","","","","","82486348","0","0","2.2837","0","21404","thing","Hive Pocket","2","2","20","20","20","2010","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Homeland: The Game","160968","0","","0","1","0","0","0","0","0","0","0","3","","","","","","61937244","0","0","2.6522","0","2658","thing","Homeland: The Game","3","6","90","90","90","2015","3,4,5,6","5","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","9.5","USD","","","2019-07-10","Amazon","1","","","","","","",""
"Honshū","207336","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","67041138","0","0","1.9405","0","7429","thing","Honshū","2","5","30","30","30","2016","2,3,4,5","","8+","No necessary in-game text","","","","","","standalone","","","","","","2019-12-25","","","Christmas present 2019","","","","","",""
"Horrified","282524","7.8","1","2","1","0","0","0","0","0","0","0","4","Played demo at Gen Con 2019 with only one monster so easy win.","","","","","62469882","0","0","2.0377","0","19445","thing","Horrified","1","5","60","60","60","2019","1,2,3,4,5","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","26.24","USD","","","2019-10-16","Target","1","Guessing on price and date","","","","","",""
"Hostage Negotiator","134253","7","1","0","1","0","0","0","0","0","0","0","3","","","","","","36111149","0","0","2","0","9087","thing","Hostage Negotiator","1","1","20","20","20","2015","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","Gen Con","","","","","","","",""
"Hostage Negotiator: Abductor Pack 1","172637","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36111157","0","0","2.1667","0","2764","thing","Hostage Negotiator: Abductor Pack 1","1","1","30","30","10","2015","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","Gen Con","","","","","","","",""
"Hostage Negotiator: Abductor Pack 2","172638","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36111163","0","0","2.2","0","2622","thing","Hostage Negotiator: Abductor Pack 2","1","1","30","30","10","2015","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","Gen Con","","","","","","","",""
"Hostage Negotiator: Abductor Pack 3","182398","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36111410","0","0","2.25","0","2363","thing","Hostage Negotiator: Abductor Pack 3","1","1","30","30","15","2015","1","1","12+","","","","","","","expansion","","","","","","","Gen Con","","","","","","","",""
"Hostage Negotiator: Abductor Pack 4","182399","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36111396","0","0","2.5","0","2354","thing","Hostage Negotiator: Abductor Pack 4","1","1","30","30","15","2015","1","1","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","Gen Con","","","","","","","",""
"Hotshots","218050","0","","0","1","0","0","0","0","0","0","0","3","","","","","","54079642","0","0","2.1176","0","1680","thing","Hotshots","1","4","60","60","60","2017","1,2,3,4","4","10+","","","","","","","standalone","","8.74","USD","","","2018-08-31","Barnes & Noble","1","","","","","","",""
"Illusion","244995","6","5","0","1","0","0","0","0","0","0","0","3","","","","","","79968853","0","0","1.0526","0","5742","thing","Illusion","2","5","15","15","15","2018","2,3,4,5","3,4","6+","No necessary in-game text","","","","","","standalone","","11.36","USD","","","2020-11-10","Amazon","1","","","","","","",""
"Imhotep","191862","8.5","6","0","1","0","0","0","0","0","0","0","4","","","","","","35313109","0","0","2","0","18165","thing","Imhotep","2","4","40","40","40","2016","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Imhotep: The Pharaoh's Favors – Mini Expansion","234423","6.5","","0","1","0","0","0","0","0","0","0","3","","","","","","54932996","0","0","2","0","912","thing","Imhotep: The Pharaoh's Favors – Mini Expansion","2","4","40","0","40","2017","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Incan Gold","15512","0","","0","1","0","0","0","0","0","0","0","4","","","","","","65916733","0","0","1.1122","0","22338","thing","Diamant","3","8","30","30","30","2018","4,5,6,7,8","6,7,8","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Eagle-Gryphon Games","English","2018","English edition 2018"
"Infinity Gauntlet: A Love Letter Game","304285","0","","0","1","0","0","0","0","0","0","0","3","","","","","","74807348","0","0","1.2069","0","4562","thing","Infinity Gauntlet: A Love Letter Game","2","6","15","15","15","2020","2,3,4,5,6","4,5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","13.49","USD","","","2020-08-23","The Guardtower","1","","","","","","",""
"Innovation","63888","0","","0","1","0","0","0","0","0","0","0","3","","","","","","75626530","0","0","2.752","0","20210","thing","Innovation","2","4","60","60","45","2010","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","17.42","USD","","","2020-07-26","Amazon","1","","","","","","",""
"Insider","206051","7","5","0","1","0","0","0","0","0","0","0","4","","Or Werewords?","","","","39725129","0","0","1.098","0","5376","thing","Insider","4","8","15","15","15","2016","4,5,6,7,8","5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","22","USD","","","2017-08-20","Gen Con 2017","1","","","","","","",""
"Istanbul: Big Box","251219","8.6","6","0","1","0","0","0","0","0","0","0","3","","","","","","61315284","0","0","2.5185","0","5890","thing","Istanbul: Big Box","2","5","90","90","40","2018","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","45","USD","","","2019-06-15","Cool Stuff Inc","1","Origins 2019","","","","","",""
"Istanbul: The Dice Game","235488","8","9","0","1","0","0","0","0","0","0","0","3","","","","","","53506882","0","0","1.7375","0","5820","thing","Istanbul: The Dice Game","2","4","40","40","20","2017","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","21.99","USD","","","","Amazon","1","","","","","","",""
"Jaipur","54043","8","3","0","1","0","0","0","0","0","0","0","2","","","","","","29631026","0","0","1.4846","0","60759","thing","Jaipur","2","2","30","30","30","2009","2","2","8+","No necessary in-game text","","","","","","standalone","","18.72","USD","","","2015-08-12","Amazon","1","","","","","","",""
"Jaws","272738","0","","0","1","0","0","0","0","0","0","0","3","","","","","","68671112","0","0","2.1944","0","10840","thing","Jaws","2","4","60","60","60","2019","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","11.41","USD","","","2020-02-09","Target","1","","","","","","",""
"Jenga","2452","5.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818406","0","0","1.112","0","22506","thing","Jenga","1","8","20","20","20","1983","2,3,4,5,6","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Jupiter Rescue","137900","0","","0","1","0","0","0","0","0","0","0","4","","Secret Cabal Forgotten Board Game That Should Be Rediscovered","","","","58974606","0","0","1.8824","0","716","thing","Jupiter Rescue","2","7","60","60","30","2013","2,3,4,5,6","","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","30","USD","","","2019-06-14","Origins 2019","1","","","","","","",""
"Just One","254640","7.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","62072019","0","0","1.0458","0","24777","thing","Just One","3","7","20","20","20","2018","4,5,6,7","6,7","8+","Unplayable in another language","","","","","","standalone","","21.29","USD","","","2019-06-25","Miniature Market","1","","","","","","",""
"Kalah","2448","0","","0","1","0","0","0","0","0","0","0","3","","","","","","57943763","0","0","1.6256","0","11804","thing","Kalah","2","2","10","10","10","700","2","2","6+","No necessary in-game text","","","","","","standalone","","4","USD","","","2019-01-27","Marshalls","1","","","","","","",""
"Kaosball: The Fantasy Sport of Total Domination","139992","0","","0","1","0","0","0","0","0","0","0","3","","","","","","58290163","0","0","2.5143","0","1941","thing","Kaosball: The Fantasy Sport of Total Domination","2","4","60","60","30","2014","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","8","USD","","","","Marshalls","","","","","","","",""
"Kemet","127023","0","","0","1","0","0","0","0","0","0","0","3","","","","","","39469780","0","0","2.9985","0","19353","thing","Kemet","2","5","120","120","90","2012","3,4,5","4,5","12+","No necessary in-game text","","","","","","standalone","","56","USD","","","2017-08-27","The Guardtower","1","","","","","","",""
"The King Is Dead: Second Edition","319966","0","","0","1","0","0","0","0","0","0","0","4","","","","","","87069639","0","0","2.1429","0","4852","thing","The King Is Dead: Second Edition","2","4","45","45","30","2020","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","20","USD","","","2021-11-21","Miniature Market","","","","","","","",""
"King of Tokyo","70323","7.5","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818214","0","0","1.4912","0","87263","thing","King of Tokyo","2","6","30","30","30","2011","3,4,5,6","4,5","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"King of Tokyo: Power Up!","127067","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","28483603","0","0","1.7047","0","29195","thing","King of Tokyo: Power Up!","2","6","30","30","30","2012","3,4,5,6","4,5,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Kingdomino","204583","8","11","0","1","0","0","0","0","0","0","0","1","","","","","","46186560","0","0","1.216","0","60527","thing","Kingdomino","2","4","15","15","15","2016","2,3,4","2,4","6+","No necessary in-game text","","","","","","standalone","","16","USD","","","","Half Price Books","1","","","","","","",""
"Kingsburg (Second Edition)","199966","8.3","5","0","1","0","0","0","0","0","0","0","3","","","","","","62072158","0","0","2.4923","0","4196","thing","Kingsburg (Second Edition)","2","5","120","120","90","2017","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","25.36","USD","","","2019-07-15","Amazon","1","Amazon Prime Day deal","","","","","",""
"Kronia","217581","0","","0","1","0","0","0","0","0","0","0","3","","","","","","61337198","0","0","1.3","0","434","thing","Kronia","2","5","45","45","45","2017","4,5","4,5","6+","No necessary in-game text","","","","","","standalone","","7.5","USD","","","2019-06-07","Miniature Market","1","Mega Clearance","","","","","",""
"L.L.A.M.A.","266083","7.1","5","0","1","0","0","0","0","0","0","0","3","","","","","","65715461","0","0","1.058","0","8230","thing","L.L.A.M.A.","2","6","20","20","20","2019","2,3,4,5,6","5","6+","No necessary in-game text","","","","","","standalone","","6.99","USD","","","2019-10-09","Miniature Market","1","","","","","","",""
"Labyrinth","1219","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","27818368","0","0","1.3665","0","21304","thing","Labyrinth","2","4","20","20","20","1986","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ladder 29","220598","0","","0","1","0","0","0","0","0","0","0","3","","","","","","75626381","0","0","1.5","0","588","thing","Ladder 29","2","5","45","45","30","2017","3,4,5","4","6+","","","","","","","standalone","","6.5","USD","","","2020-09-16","Miniature Market","1","","","","","","",""
"Laser Chess","91034","0","","0","1","0","0","0","0","0","0","0","3","","","","","","27818343","0","0","2.6923","0","1893","thing","Laser Chess","2","2","30","30","30","2011","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Legendary: A Marvel Deck Building Game","129437","8","2","0","1","0","0","0","0","0","0","0","3","","","","","","38219564","0","0","2.4399","0","31419","thing","Legendary: A Marvel Deck Building Game","1","5","60","60","30","2012","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
